,0
Feature 1806,0.0008163335072530344
Feature 1807,0.0006170554352249837
Feature 1808,0.0005874964261067817
Feature 1809,0.0006798351711969986
Feature 1810,0.0008398542998410505
Feature 1811,0.0010619568028953949
Feature 1812,0.0022251499083989754
Feature 1813,0.0016361976434781126
Feature 1814,0.0013838897968113315
Feature 1815,0.0004925401511010356
Feature 1816,0.0009565145293137221
Feature 1817,0.001011850218029167
Feature 1818,0.0013448082028244812
Feature 1819,0.0017491498001975857
Feature 1820,0.0007628431448326509
Feature 1821,0.0009480781843428688
Feature 1822,0.0014742278974433703
Feature 1823,0.0033028575833304787
Feature 1824,0.0022476253698491748
Feature 1825,0.0005284986166613308
Feature 1826,0.0015376214927320007
Feature 1827,0.0008270627280770953
Feature 1828,0.0016576724204608127
Feature 1829,0.0014443015341815055
Feature 1830,0.0007814248334202887
Feature 1831,0.0003402897005613568
Feature 1832,0.0006179169389372419
Feature 1833,0.0007026474202431814
Feature 1834,0.0004937278594768486
Feature 1835,0.0005266375743484346
Feature 1836,0.0010171653786649698
Feature 1837,0.000660376036468449
Feature 1838,0.0005341837573431807
Feature 1839,0.0009778377043791124
Feature 1840,0.0006125173700779527
Feature 1841,0.0006901632652954959
Feature 1842,0.0007010712201193315
Feature 1843,0.0010921557498283505
Feature 1844,0.0007491045478034408
Feature 1845,0.0004565497628681641
Feature 1846,0.0017206784599900402
Feature 1847,0.0010775715436087126
Feature 1848,0.0005827090471141645
Feature 1849,0.0008496799653820517
Feature 1850,0.00042642734901055765
Feature 1851,0.0003346666683256174
Feature 1852,0.0008482982727325635
Feature 1853,0.0005099550159199566
Feature 1854,0.00043829320659543214
Feature 1855,0.0008092514361930725
Feature 1856,0.0006522930323822607
Feature 1857,0.0015133493217537079
Feature 1858,0.001232706467559538
Feature 1859,0.0005455975677068636
Feature 1860,0.000593715472189615
Feature 1861,0.0003408375201416689
Feature 1862,0.0007116451945266818
Feature 1863,0.0007905973372378555
Feature 1864,0.0010000253057024793
Feature 1865,0.0008978847498825093
Feature 1866,0.0007325894429402524
Feature 1867,0.0025077106385751904
Feature 1868,0.0015129352173048004
Feature 1869,0.0007795392040300157
Feature 1870,0.0008545269607540292
Feature 1871,0.00046794143228521537
Feature 1872,0.0004921017487363599
Feature 1873,0.0008673191137231981
Feature 1874,0.0011549031000323566
Feature 1875,0.0006865366320334374
Feature 1876,0.0008943912907179197
Feature 1877,0.0018056048932770636
Feature 1878,0.0007624342075717152
Feature 1879,0.0006854702921058901
Feature 1880,0.0008502521925240671
Feature 1881,0.0003076270178701748
Feature 1882,0.0011626503903260073
Feature 1883,0.0016441748348006513
Feature 1884,0.0018247622192810126
Feature 1885,0.0008186837957066473
Feature 1886,0.0010577517626759346
Feature 1887,0.0004660578371720305
Feature 1888,0.0011260914830135108
Feature 1889,0.0004710463072564366
Feature 1890,0.000650030053088372
Feature 1891,0.0005353299877031432
Feature 1892,0.0019917037202910708
Feature 1893,0.0006539898634987935
Feature 1894,0.0005199660627965273
Feature 1895,0.0006987264221879741
Feature 1896,0.000859146168060164
Feature 1897,0.0015280667580169442
Feature 1898,0.0006855067104159804
Feature 1899,0.0005638819158103843
Feature 1900,0.002230499051151128
Feature 1901,0.0009180695428993016
Feature 1902,0.00222005339695545
Feature 1903,0.0007983011397114979
Feature 1904,0.0013088453868268742
Feature 1905,0.0005693819069600181
Feature 1906,0.001981164728220392
Feature 1907,0.0007153539207361205
Feature 1908,0.0009050937487404553
Feature 1909,0.00047913770146016077
Feature 1910,0.003859992001577666
Feature 1911,0.00044441353921649806
Feature 1912,0.0012199950943081034
Feature 1913,0.0021845844623737776
Feature 1914,0.0006823530094308126
Feature 1915,0.0009672077760283173
Feature 1916,0.0028100968364797156
Feature 1917,0.0012687758657434643
Feature 1918,0.0007340751634733352
Feature 1919,0.0011479559028291391
Feature 1920,0.002241064516112601
Feature 1921,0.0002869947809057454
Feature 1922,0.0006989965210386231
Feature 1923,0.0006171638848712284
Feature 1924,0.0007111426222570572
Feature 1925,0.0010718996580229572
Feature 1926,0.0010071678132356965
Feature 1927,0.0004999086337192864
Feature 1928,0.0008558173648161898
Feature 1929,0.0007432870637279053
Feature 1930,0.0006215937939236084
Feature 1931,0.0003136308714660049
Feature 1932,0.000858949198208169
Feature 1933,0.000597893356206459
Feature 1934,0.0004802855322522479
Feature 1935,0.0005373802243932247
Feature 1936,0.000860993951057047
Feature 1937,0.001156526967891999
Feature 1938,0.0013740274436423476
Feature 1939,0.001736340109664951
Feature 1940,0.0002457540944777467
Feature 1941,0.00021864986025713456
Feature 1942,0.0005491287964456707
Feature 1943,0.00024058653839790424
Feature 1944,0.00015406372781516774
Feature 1945,0.00020208661870348398
Feature 1946,0.0005156427696299581
Feature 1947,0.0005254206375382395
Feature 1948,0.0007467642622489192
Feature 1949,0.0014117102766281278
Feature 1950,4.28501939014392e-05
Feature 1951,2.633876496015755e-05
Feature 1952,0.00010825485938781625
Feature 1953,3.718622397853301e-05
Feature 1954,3.223858505055645e-05
Feature 1955,4.7345473963428714e-05
Feature 1956,7.225114059752652e-05
Feature 1957,0.00015295783068427636
Feature 1958,0.00013881396176594062
Feature 1959,0.0003199918405241471
Feature 1960,0.00010721816076379467
Feature 1961,9.08730831723447e-06
Feature 1962,4.439688781674855e-05
Feature 1963,1.3194057402628714e-05
Feature 1964,3.880130989766631e-05
Feature 1965,1.5343824990060596e-05
Feature 1966,0.00020740269541757723
Feature 1967,1.713418726928956e-05
Feature 1968,0.00020115108986399127
Feature 1969,8.676798971599736e-06
Feature 1970,0.0004241867290616888
Feature 1971,2.3271236052187428e-05
Feature 1972,4.380008575564557e-05
Feature 1973,2.713852589095497e-05
Feature 1974,8.611767078800412e-05
Feature 1975,2.1839956158336774e-05
Feature 1976,0.00025307906514619196
Feature 1977,6.192110946494291e-05
Feature 1978,0.0003042804528717465
Feature 1979,1.9909127568547318e-05
Feature 1980,0.0004202743094572714
Feature 1981,3.586884948686572e-05
Feature 1982,0.00010934696602191285
Feature 1983,0.00012109035138987937
Feature 1984,0.00011501382377624479
Feature 1985,3.503259606883513e-05
Feature 1986,0.0002569850190881322
Feature 1987,4.432011192130003e-05
Feature 1988,0.0002733063327536458
Feature 1989,7.003054480498583e-05
Feature 1990,0.0008746371272945055
Feature 1991,0.00014367685513628814
Feature 1992,0.0002817079875759063
Feature 1993,0.00022242917358999037
Feature 1994,0.00018160789090241634
Feature 1995,0.0001324448804553935
Feature 1996,0.0004723950152581438
Feature 1997,0.00020168637432743886
Feature 1998,0.000552182892500241
Feature 1999,0.0001593888045801215
Feature 2000,0.0014141440882685856
Feature 2001,0.00019442940712451672
Feature 2002,0.001639254510466344
Feature 2003,0.000537063927964681
Feature 2004,0.0007629766012941559
Feature 2005,0.00023767977129422846
Feature 2006,0.002461028375693331
Feature 2007,0.0002806419080682443
Feature 2008,0.0005496298227304522
Feature 2009,0.0003281414491353762
Feature 2010,0.0010566790366532644
Feature 2011,0.00037392190083895827
Feature 2012,0.0026080042845272864
Feature 2013,0.0006176446673431713
Feature 2014,0.0007596512473720907
Feature 2015,0.0005330031302932093
Feature 2016,0.0026805257236593434
Feature 2017,0.0005248063887307848
Feature 2018,0.0007281045564883382
Feature 2019,0.00035563990127506704
Feature 2020,0.002103399935402944
Feature 2021,0.00024721847352502735
Feature 2022,0.002770060113046611
Feature 2023,0.0006680106881663335
Feature 2024,0.0010294771574793345
Feature 2025,0.0011914830825557558
Feature 2026,0.00401849135036403
Feature 2027,0.0010260645636169148
Feature 2028,0.0013576553285561772
Feature 2029,0.0007647725201036917
Feature 2030,0.0011675848082834364
Feature 2031,0.0006088622900983864
Feature 2032,0.0022529313414815988
Feature 2033,0.0007812650372056851
Feature 2034,0.0016024352096151234
Feature 2035,0.001821495538725843
Feature 2036,0.0034839476436172843
Feature 2037,0.0019108977334003825
Feature 2038,0.001612212783356199
Feature 2039,0.0007357349085649076
Feature 2040,0.0013716480409044038
Feature 2041,0.00037328255929728016
Feature 2042,0.0009327935848810398
Feature 2043,0.0015165933227038408
Feature 2044,0.002154372765618973
Feature 2045,0.0015098559502521086
Feature 2046,0.0037939203963684312
Feature 2047,0.0015480183081087197
Feature 2048,0.0015222592605099409
Feature 2049,0.0007159208369065961
Feature 2050,0.000686530977326413
Feature 2051,0.0008502983135203123
Feature 2052,0.0008237672731074781
Feature 2053,0.0022896432394818476
Feature 2054,0.0010693231013855211
Feature 2055,0.0010169888675833647
Feature 2056,0.001059750932813131
Feature 2057,0.0008704665841195833
Feature 2058,0.0014442394847514492
Feature 2059,0.0010264438296749745
Feature 2060,0.0008216796278208847
Feature 2061,0.00041399261650227004
Feature 2062,0.0008175501362374575
Feature 2063,0.0009958376314698966
Feature 2064,0.0009766553344034037
Feature 2065,0.000616735847353457
Feature 2066,0.0014948091523756374
Feature 2067,0.001021317327332497
Feature 2068,0.0021550400581880924
Feature 2069,0.0012329710669784699
Feature 2070,0.0007839536308126753
Feature 2071,0.0003089463322643766
Feature 2072,0.0019087989651181375
Feature 2073,0.0008502982080532533
Feature 2074,0.0017004005736800992
Feature 2075,0.0006704619167455377
Feature 2076,0.0015314774592211507
Feature 2077,0.000662499349606982
Feature 2078,0.0011686661942313776
Feature 2079,0.0003794867468791381
Feature 2080,0.0011638689141968825
Feature 2081,0.0004351712670746224
Feature 2082,0.0012776302231795854
Feature 2083,0.0005473352174831021
Feature 2084,0.0010904568061603755
Feature 2085,0.0007246012316309774
Feature 2086,0.0015543853831377703
Feature 2087,0.0007833230944834142
Feature 2088,0.0018611730180467135
Feature 2089,0.00038833079805339566
Feature 2090,0.00047350864718256956
Feature 2091,0.0012152422813920226
Feature 2092,0.0019549700382172548
Feature 2093,0.0007218188769922449
Feature 2094,0.0009022654026416603
Feature 2095,0.0007109115567571394
Feature 2096,0.000967821725036174
Feature 2097,0.0009620559937620356
Feature 2098,0.0008576857213961234
Feature 2099,0.0007853227435847572
Feature 2100,0.0017207913874485712
Feature 2101,0.001913274554476402
Feature 2102,0.0019662866376108923
Feature 2103,0.0016352507878427218
Feature 2104,0.0015781350326101347
Feature 2105,0.0013647728375067345
Feature 2106,0.0019325112319161235
Feature 2107,0.0018225131491078628
Feature 2108,0.0010846630234428573
Feature 2109,0.0006354138788993032
Feature 2110,0.0008309089175575082
Feature 2111,0.0009832505737242627
Feature 2112,0.0005145015052656845
Feature 2113,0.0005315916061127836
Feature 2114,0.0005514989783230817
Feature 2115,0.0005557419207840724
Feature 2116,0.0007946999651042006
Feature 2117,0.0008524624023182809
Feature 2118,0.0006264747187635748
Feature 2119,0.0005885979836171024
Feature 2120,0.000491748171525856
Feature 2121,0.0007339445483627288
Feature 2122,0.0009669625819802263
Feature 2123,0.001210211397445562
Feature 2124,0.000502446155947041
Feature 2125,0.0012017317190294533
Feature 2126,0.0008524033094808488
Feature 2127,0.0009635848601352137
Feature 2128,0.0013201827889124046
Feature 2129,0.001190503081958468
Feature 2130,0.0006075680582286509
Feature 2131,0.0008148396643152455
Feature 2132,0.0005421180577852738
Feature 2133,0.0009263486309920524
Feature 2134,0.00035196854401722534
Feature 2135,0.0012590586102611211
Feature 2136,0.0011384575912388754
Feature 2137,0.0012402695454939501
Feature 2138,0.0008123777085113489
Feature 2139,0.0005453250574944874
Feature 2140,0.000616708300444456
Feature 2141,0.00041949202658773997
Feature 2142,0.0006000057673438733
Feature 2143,0.0008235319633818676
Feature 2144,0.0006537167241537674
Feature 2145,0.0018463269668798148
Feature 2146,0.0007430932469187041
Feature 2147,0.0018170140337551858
Feature 2148,0.0008087762131684286
Feature 2149,0.0008070819704925612
Feature 2150,0.00190550298945125
Feature 2151,0.000533676940433324
Feature 2152,0.0013108438544106704
Feature 2153,0.0013559293895058601
Feature 2154,0.00223421538491084
Feature 2155,0.0019831965989055077
Feature 2156,0.0013215632148209124
Feature 2157,0.0017720423884900356
Feature 2158,0.001398021707702128
Feature 2159,0.0008427099254670302
Feature 2160,0.000993191976295492
Feature 2161,0.00033304675416070495
Feature 2162,0.0013023503210827982
Feature 2163,0.001223569403303827
Feature 2164,0.003296597681968024
Feature 2165,0.0010360913468477975
Feature 2166,0.002005566459047486
Feature 2167,0.00131160472524914
Feature 2168,0.0007334769535972043
Feature 2169,0.000536100830287154
Feature 2170,0.0007168945916382654
Feature 2171,0.0005533882801066739
Feature 2172,0.002260781101947714
Feature 2173,0.0011318611997946134
Feature 2174,0.0007412554983910837
Feature 2175,0.0006438260194878325
Feature 2176,0.0011998858345758662
Feature 2177,0.002679169906884681
Feature 2178,0.001210249662472279
Feature 2179,0.0007608708094439578
Feature 2180,0.0016616816866103364
Feature 2181,0.0003630319919712548
Feature 2182,0.0012077040555592475
Feature 2183,0.0006639901173582957
Feature 2184,0.0012815813046614722
Feature 2185,0.000521477521166986
Feature 2186,0.00194429293755411
Feature 2187,0.0013013707125165866
Feature 2188,0.0018472044688496682
Feature 2189,0.0006119935257934514
Feature 2190,0.0010897447259273464
Feature 2191,0.00048672748844312254
Feature 2192,0.0010707128115107452
Feature 2193,0.002220998363960916
Feature 2194,0.0009102524298040749
Feature 2195,0.0006668871221291753
Feature 2196,0.0011610705483776655
Feature 2197,0.0008551563869973507
Feature 2198,0.0011599767787168957
Feature 2199,0.0011139281142091022
Feature 2200,0.001616494519542357
Feature 2201,0.00024422907206326984
Feature 2202,0.0007602529502628386
Feature 2203,0.0010258582352892062
Feature 2204,0.0004479386105694516
Feature 2205,0.0008693766073548943
Feature 2206,0.0011912620013431478
Feature 2207,0.000721424945076933
Feature 2208,0.0008525706948406366
Feature 2209,0.0009060336533277784
Feature 2210,0.0013505993047909328
Feature 2211,0.0002817548227394133
Feature 2212,0.0010469894705332195
Feature 2213,0.0007738773093762106
Feature 2214,0.0004587750463628169
Feature 2215,0.00048339089587418017
Feature 2216,0.0015414214962596589
Feature 2217,0.0010940091640707693
Feature 2218,0.0009890800726059011
Feature 2219,0.0030440877110795555
Feature 2220,0.00038484391137669324
Feature 2221,0.0001848421794277408
Feature 2222,0.000714609705337476
Feature 2223,0.0003658981526088696
Feature 2224,0.00016905463573559608
Feature 2225,0.0002879169786570441
Feature 2226,0.00041971807238625126
Feature 2227,0.0012430298071492273
Feature 2228,0.0010648462302185067
Feature 2229,0.0017855379238462775
Feature 2230,0.0002335532490624029
Feature 2231,4.892443004781256e-05
Feature 2232,0.00015594505336370766
Feature 2233,6.874904261577448e-05
Feature 2234,6.356593655540662e-05
Feature 2235,4.736979629329035e-05
Feature 2236,0.0002003621514035408
Feature 2237,0.00021699579138090218
Feature 2238,0.0007011566816457495
Feature 2239,0.00018219955313706525
Feature 2240,0.000127759393569395
Feature 2241,1.310062335338953e-05
Feature 2242,7.455719842457512e-05
Feature 2243,3.165934912318816e-05
Feature 2244,7.635423234560775e-05
Feature 2245,2.9417597259022634e-05
Feature 2246,0.0002902225427661787
Feature 2247,3.8428737808389334e-05
Feature 2248,0.00042735088244227415
Feature 2249,2.9243461964039116e-05
Feature 2250,0.000211997926458399
Feature 2251,1.9177208713416697e-05
Feature 2252,4.595266005606552e-05
Feature 2253,3.960299418155922e-05
Feature 2254,8.148267683378023e-05
Feature 2255,2.6966752626309398e-05
Feature 2256,0.0001633007144437721
Feature 2257,4.7404108950611996e-05
Feature 2258,0.00023904899716215166
Feature 2259,3.35721248290184e-05
Feature 2260,0.0008469750204337396
Feature 2261,6.293700192018903e-05
Feature 2262,0.00015983016125837356
Feature 2263,0.0001508995191092306
Feature 2264,9.19861098221075e-05
Feature 2265,6.094915940628165e-05
Feature 2266,0.0004487588729316201
Feature 2267,6.705018302661569e-05
Feature 2268,0.0004214185101842738
Feature 2269,0.00011817909168488483
Feature 2270,0.0012348960223209247
Feature 2271,0.0001683151109394223
Feature 2272,0.0003045349588007298
Feature 2273,0.0005204355915518804
Feature 2274,0.0002838283853164185
Feature 2275,0.0002411376260913154
Feature 2276,0.00058903756956893
Feature 2277,0.00011801189391859346
Feature 2278,0.0005145163319676129
Feature 2279,0.00025538195343673034
Feature 2280,0.004367980475581135
Feature 2281,0.0003275213135920101
Feature 2282,0.0016968871004650055
Feature 2283,0.0007083852647099746
Feature 2284,0.0007395983143293279
Feature 2285,0.00045566580243139396
Feature 2286,0.0026031717040044667
Feature 2287,0.0005803146010033778
Feature 2288,0.001705644627516108
Feature 2289,0.0005228022357021019
Feature 2290,0.0019492159013771014
Feature 2291,0.00032633682515761106
Feature 2292,0.0012416366535410361
Feature 2293,0.0005568421762594653
Feature 2294,0.002094903484851784
Feature 2295,0.0009973320825261605
Feature 2296,0.003110917969310961
Feature 2297,0.001147136319696024
Feature 2298,0.0012840468498275185
Feature 2299,0.000702750508218795
Feature 2300,0.0020064071504614844
Feature 2301,0.0003084651815875148
Feature 2302,0.0010909697582012542
Feature 2303,0.0005334841759161861
Feature 2304,0.0008078718076048404
Feature 2305,0.0011658031466083632
Feature 2306,0.0017874402896205766
Feature 2307,0.0009398864181768047
Feature 2308,0.0012723952732637826
Feature 2309,0.0009248850398088564
Feature 2310,0.0012437359250650956
Feature 2311,0.0010234412074735814
Feature 2312,0.0026404302458165603
Feature 2313,0.0014160064704371678
Feature 2314,0.0021420749260093997
Feature 2315,0.0013743210824434086
Feature 2316,0.005532996787029333
Feature 2317,0.0016691292965876734
Feature 2318,0.0017712186902085136
Feature 2319,0.000729721260160904
Feature 2320,0.0020286061432623088
Feature 2321,0.000604819986006646
Feature 2322,0.00109006220338199
Feature 2323,0.002048242660342339
Feature 2324,0.003745440308304751
Feature 2325,0.0012930576092965952
Feature 2326,0.0035872086941762973
Feature 2327,0.0011442380478514664
Feature 2328,0.0015306743691731698
Feature 2329,0.0008288778962799838
Feature 2330,0.0006983208680279631
Feature 2331,0.0005777886779919754
Feature 2332,0.0010281353894840777
Feature 2333,0.0008567159998600004
Feature 2334,0.0009786813747473388
Feature 2335,0.0014507434943834027
Feature 2336,0.0016595592594810676
Feature 2337,0.0011753908936778998
Feature 2338,0.002301068322915171
Feature 2339,0.0019507897578032924
Feature 2340,0.000568047361204556
Feature 2341,0.0008869660712752143
Feature 2342,0.0013985988949264084
Feature 2343,0.0013425623503762836
Feature 2344,0.00103179450753737
Feature 2345,0.0007465692318592972
Feature 2346,0.0012582210226342453
Feature 2347,0.0008393536220018234
Feature 2348,0.0013903680836745026
Feature 2349,0.0011374024811517528
Feature 2350,0.0017463608853386177
Feature 2351,0.0003629787893959815
Feature 2352,0.0012514159574728864
Feature 2353,0.0007233215020547305
Feature 2354,0.0012183617651243992
Feature 2355,0.0004730994122206278
Feature 2356,0.001000081115374627
Feature 2357,0.0010887323566894907
Feature 2358,0.002313312494355614
Feature 2359,0.0005999431709452238
Feature 2360,0.0007790389804461597
Feature 2361,0.0003394296006060529
Feature 2362,0.0006233415706031096
Feature 2363,0.000603678327943868
Feature 2364,0.00036752001322119555
Feature 2365,0.0009530686647705409
Feature 2366,0.0009466696661849881
Feature 2367,0.0013426121800729617
Feature 2368,0.0012745219311364054
Feature 2369,0.00040785358838428467
Feature 2370,0.0009602372101043954
Feature 2371,0.001176716794133199
Feature 2372,0.0012151351798129326
Feature 2373,0.0011524533766686885
Feature 2374,0.0008083083197101075
Feature 2375,0.0015413240022656965
Feature 2376,0.0008648801044549828
Feature 2377,0.001987391833617828
Feature 2378,0.0012512288138491385
Feature 2379,0.0010676154162004962
Feature 2380,0.0011409928925754684
Feature 2381,0.0007228830951945042
Feature 2382,0.0014185144614250475
Feature 2383,0.0007834833814305284
Feature 2384,0.002061743388869445
Feature 2385,0.0012933116016906182
Feature 2386,0.0008524080328888317
Feature 2387,0.0009799898536616638
Feature 2388,0.0011530756455925939
Feature 2389,0.000581232049144404
Feature 2390,0.0003462394195635845
Feature 2391,0.00024004586000353357
Feature 2392,0.0007884723344281141
Feature 2393,0.00044312168678450805
Feature 2394,0.0007364227331971734
Feature 2395,0.0008227098166575502
Feature 2396,0.0005154396715684299
Feature 2397,0.0013298684573638867
Feature 2398,0.0006661727617073438
Feature 2399,0.0005064102107983785
Feature 2400,0.0005811538140996504
Feature 2401,0.0005686782612201853
Feature 2402,0.0004293511876260254
Feature 2403,0.0006416901292393504
Feature 2404,0.00038055484436458185
Feature 2405,0.0014684245636459395
Feature 2406,0.0005280858780994322
Feature 2407,0.001060500209266742
Feature 2408,0.0004718302182515401
Feature 2409,0.0006338990627305918
Feature 2410,0.0006678047522516408
Feature 2411,0.0004569266622719255
Feature 2412,0.0014420649167936972
Feature 2413,0.0008233955777281494
Feature 2414,0.0014404924545655716
Feature 2415,0.0017909620942586457
Feature 2416,0.0007293367954015935
Feature 2417,0.0032974165295946135
Feature 2418,0.0011651979106194403
Feature 2419,0.0007361810026822298
Feature 2420,0.0009611683454656941
Feature 2421,0.0008172162450533307
Feature 2422,0.001103741163764198
Feature 2423,0.0020352594939197248
Feature 2424,0.001072804806765788
Feature 2425,0.0013770116108783555
Feature 2426,0.0014174727451229216
Feature 2427,0.0034346952558337307
Feature 2428,0.0006779783940434073
Feature 2429,0.0010804642059652565
Feature 2430,0.0012341537305001111
Feature 2431,0.0002901127181542478
Feature 2432,0.0008065424178197417
Feature 2433,0.0009396339612418388
Feature 2434,0.00274332899925048
Feature 2435,0.0010305859537262521
Feature 2436,0.0025040171209164725
Feature 2437,0.00114229929717699
Feature 2438,0.0011508631033007076
Feature 2439,0.0006353049322283866
Feature 2440,0.0012432455682437648
Feature 2441,0.0010194529497663041
Feature 2442,0.0012910265950006874
Feature 2443,0.0011000416446941585
Feature 2444,0.0023037156133486293
Feature 2445,0.0006999991511971757
Feature 2446,0.006240377704987622
Feature 2447,0.0032431526778354965
Feature 2448,0.0013944361718662606
Feature 2449,0.0014212818434062341
Feature 2450,0.0007548754815502434
Feature 2451,0.000930242374411307
Feature 2452,0.0013516934617206573
Feature 2453,0.001094399225155712
Feature 2454,0.0007975896774744857
Feature 2455,0.000851812094543817
Feature 2456,0.001387287413136221
Feature 2457,0.0039054030056690863
Feature 2458,0.0012870997103796072
Feature 2459,0.0012186745579050005
Feature 2460,0.0013505911095007832
Feature 2461,0.0002982295788033369
Feature 2462,0.0007646316505347954
Feature 2463,0.0006725901368372433
Feature 2464,0.0009978030002467655
Feature 2465,0.0006608537877978264
Feature 2466,0.0011635918082620834
Feature 2467,0.0027446802036429005
Feature 2468,0.001224422723568523
Feature 2469,0.0007885635969034581
Feature 2470,0.001665762720071725
Feature 2471,0.0003161410851623785
Feature 2472,0.0009840779923669914
Feature 2473,0.0022014254236726173
Feature 2474,0.0014539546170644826
Feature 2475,0.0005852735855346509
Feature 2476,0.0019941416099542265
Feature 2477,0.0013550098480297947
Feature 2478,0.0011888377730526827
Feature 2479,0.0013813417817244726
Feature 2480,0.001960000969865632
Feature 2481,0.0002707127347704095
Feature 2482,0.0005861390660555799
Feature 2483,0.00154236595897612
Feature 2484,0.0007932078019591131
Feature 2485,0.00044165956052601277
Feature 2486,0.0017087417896659645
Feature 2487,0.0011413408884816364
Feature 2488,0.001034137007162734
Feature 2489,0.0011538036859581099
Feature 2490,0.000343480127229725
Feature 2491,0.00022785689744086833
Feature 2492,0.0008411092863412946
Feature 2493,0.000559535867490414
Feature 2494,0.0007213596215200653
Feature 2495,0.0004618062567916468
Feature 2496,0.0006824512659783011
Feature 2497,0.0006828074754097316
Feature 2498,0.0009167554322148419
Feature 2499,0.0018369177115264393
Feature 2500,0.0004128518301061086
Feature 2501,0.00010580574071573557
Feature 2502,0.0006989953615167423
Feature 2503,0.000600610969551088
Feature 2504,0.00019423335756260928
Feature 2505,0.0003800300181835752
Feature 2506,0.0006339327202145144
Feature 2507,0.000679885874246736
Feature 2508,0.001771299519893205
Feature 2509,0.0005572067674361207
Feature 2510,0.0003329938704488946
Feature 2511,7.249952325380876e-05
Feature 2512,0.00017255028488121066
Feature 2513,0.00010598917176266899
Feature 2514,0.00011431997745525863
Feature 2515,9.538599357662047e-05
Feature 2516,0.00036395743903864055
Feature 2517,0.00012517853909145682
Feature 2518,0.001131829108518481
Feature 2519,0.00010616404070585073
Feature 2520,3.472192521227588e-05
Feature 2521,1.4031190106028159e-05
Feature 2522,4.908796439707609e-05
Feature 2523,2.5742785888153306e-05
Feature 2524,5.0954865304838884e-05
Feature 2525,2.339134937012327e-05
Feature 2526,0.0001296886640191208
Feature 2527,4.897009079041254e-05
Feature 2528,0.0003385328221726162
Feature 2529,2.7838876374739393e-05
Feature 2530,0.00018169211229383917
Feature 2531,4.779149615809037e-05
Feature 2532,5.907674235497354e-05
Feature 2533,2.980129606042411e-05
Feature 2534,6.152835052681466e-05
Feature 2535,7.728337877408517e-05
Feature 2536,0.00019451401465243342
Feature 2537,9.933321383965064e-05
Feature 2538,0.00042763662321478345
Feature 2539,8.13294872356051e-05
Feature 2540,0.0005741717748734203
Feature 2541,8.492460460800131e-05
Feature 2542,0.00026986657680353154
Feature 2543,0.00010663069700995908
Feature 2544,8.88098438049001e-05
Feature 2545,0.00011827439567508422
Feature 2546,0.00031825368921857057
Feature 2547,0.00010806800433900554
Feature 2548,0.00045095462665133113
Feature 2549,0.00011265847344662872
Feature 2550,0.001217323158787167
Feature 2551,0.0001454184874704101
Feature 2552,0.00032344501183583673
Feature 2553,0.00031853489652908706
Feature 2554,0.00030808787646867587
Feature 2555,0.00029397861320932584
Feature 2556,0.0008032605504724586
Feature 2557,0.00020687962357718702
Feature 2558,0.0008963024593724924
Feature 2559,0.0002575429171900894
Feature 2560,0.0031836406623448853
Feature 2561,0.00044217206412823273
Feature 2562,0.0015455940630508848
Feature 2563,0.0007656041695749422
Feature 2564,0.0006403392957141705
Feature 2565,0.0005851105486584558
Feature 2566,0.0016180308429283626
Feature 2567,0.00035557297830692393
Feature 2568,0.0010144337890537827
Feature 2569,0.0005343080845152599
Feature 2570,0.002062847210554764
Feature 2571,0.0004615249874320817
Feature 2572,0.0016937288826184159
Feature 2573,0.0005242644217990069
Feature 2574,0.001579907647937148
Feature 2575,0.0008829395070082724
Feature 2576,0.004146385665547655
Feature 2577,0.000815014622389814
Feature 2578,0.0014387568836818616
Feature 2579,0.0005873185767733133
Feature 2580,0.0006526803167512582
Feature 2581,0.0003289434259296655
Feature 2582,0.0011155173905807486
Feature 2583,0.0016737857760628003
Feature 2584,0.0008288649511501944
Feature 2585,0.0011058970373388605
Feature 2586,0.0012989009152045128
Feature 2587,0.0013081752572759928
Feature 2588,0.001122269989806
Feature 2589,0.0010734855532585144
Feature 2590,0.001487458670357455
Feature 2591,0.0006151038663082317
Feature 2592,0.001526246188297307
Feature 2593,0.0014040414392933371
Feature 2594,0.0015781131182402532
Feature 2595,0.0012764933243059327
Feature 2596,0.005952899161302412
Feature 2597,0.0020921817379148245
Feature 2598,0.0015051900568856808
Feature 2599,0.0006091941448573017
Feature 2600,0.0018604599820066597
Feature 2601,0.00044909753149219967
Feature 2602,0.0012142975219214805
Feature 2603,0.0024831318709184415
Feature 2604,0.0026446358122022957
Feature 2605,0.0013984909530287198
Feature 2606,0.006043170046553996
Feature 2607,0.003059788793937301
Feature 2608,0.003097731800193742
Feature 2609,0.0009857735287537963
Feature 2610,0.001942875850412122
Feature 2611,0.0006178436668360518
Feature 2612,0.001122026818850145
Feature 2613,0.0036742323404919263
Feature 2614,0.001020684559811798
Feature 2615,0.0012072529914673566
Feature 2616,0.0027650505534019204
Feature 2617,0.0026048665525548673
Feature 2618,0.0037025047423380783
Feature 2619,0.0015083686078880873
Feature 2620,0.0007460198250762459
Feature 2621,0.0008132585175053464
Feature 2622,0.0023087727729068776
Feature 2623,0.0011907344000655655
Feature 2624,0.0012570365358585604
Feature 2625,0.0009617200738721294
Feature 2626,0.0021036411729803603
Feature 2627,0.0032995469866792747
Feature 2628,0.004034176820464353
Feature 2629,0.0008754593565838604
Feature 2630,0.0006061525306535742
